"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1553498_at","1553498_at","","","","","","","",NA,"",NA,NA,"","","","","","","","","",-0.708179966666664,3.95198540909091,-2.46398668381921,0.0213229948979455,0.999988917839134,-4.37507141571925,NA,NA
"1554306_at","1554306_at","inositol-trisphosphate 3-kinase B","ITPKB","3707","","","","Homo sapiens inositol 1,4,5-trisphosphate 3-kinase B, mRNA (cDNA clone MGC:23636 IMAGE:4862726), complete cds",15929097,"BC015009",NA,NA,"","1q42.13","Chromosome 1, NC_000001.11 (226631690..226739327, complement)","ATP binding///calmodulin binding///inositol-1,4,5-trisphosphate 3-kinase activity///inositol-1,4,5-trisphosphate 3-kinase activity///protein binding","MAPK cascade///cell surface receptor signaling pathway///cellular response to calcium ion///common myeloid progenitor cell proliferation///inositol phosphate metabolic process///inositol trisphosphate metabolic process///myeloid cell homeostasis///negative regulation of myeloid cell differentiation///negative regulation of neutrophil apoptotic process///positive regulation of Ras protein signal transduction///positive regulation of alpha-beta T cell differentiation///positive thymic T cell selection///regulation of protein phosphorylation///signal transduction","cytosol///membrane///nucleus","GO:0005524///GO:0005516///GO:0008440///GO:0008440///GO:0005515","GO:0000165///GO:0007166///GO:0071277///GO:0035726///GO:0043647///GO:0032957///GO:0002262///GO:0045638///GO:0033030///GO:0046579///GO:0046638///GO:0045059///GO:0001932///GO:0007165","GO:0005829///GO:0016020///GO:0005634",-0.609879599999998,3.75421186363636,-2.21724253735649,0.0363705506151334,0.999988917839134,-4.41930372806922,"ITPKB","inositol-trisphosphate 3-kinase B"
"1554471_a_at","1554471_a_at","ankyrin repeat domain 13C","ANKRD13C","81573","","","","Homo sapiens ankyrin repeat domain 13C, mRNA (cDNA clone MGC:39111 IMAGE:4558748), complete cds",20381039,"BC028840",NA,NA,"","1p31.1","Chromosome 1, NC_000001.11 (70259002..70354977, complement)","receptor binding","protein retention in ER lumen///regulation of anoikis///regulation of receptor biosynthetic process","endoplasmic reticulum///colocalizes_with endoplasmic reticulum///endoplasmic reticulum membrane///perinuclear region of cytoplasm","GO:0005102","GO:0006621///GO:2000209///GO:0010869","GO:0005783///colocalizes_with GO:0005783///GO:0005789///GO:0048471",-0.886277733333332,4.21948359090909,-2.25405666730276,0.0336370904876874,0.999988917839134,-4.41279468345642,"ANKRD13C","ankyrin repeat domain 13C"
"1554931_at","1554931_at","cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11","CYP4A22///CYP4A11","284541///1579","","","","Homo sapiens cytochrome P450, family 4, subfamily A, polypeptide 11, mRNA (cDNA clone IMAGE:4072062)",18606283,"BC022851",NA,NA,"","1p33///1p33","Chromosome 1, NC_000001.11 (47137425..47149738)///Chromosome 1, NC_000001.11 (46929174..46941484, complement)","heme binding///iron ion binding///monooxygenase activity///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen///alkane 1-monooxygenase activity///arachidonic acid epoxygenase activity///heme binding///iron ion binding///leukotriene-B4 20-monooxygenase activity///monooxygenase activity///oxygen binding","oxidation-reduction process///arachidonic acid metabolic process///epoxygenase P450 pathway///fatty acid metabolic process///leukotriene B4 catabolic process///leukotriene metabolic process///long-chain fatty acid metabolic process///omega-hydroxylase P450 pathway///oxidation-reduction process///positive regulation of icosanoid secretion///pressure natriuresis///renal water homeostasis///sodium ion homeostasis","endoplasmic reticulum membrane///organelle membrane///apical plasma membrane///cytoplasm///endoplasmic reticulum membrane///extracellular exosome///intracellular membrane-bounded organelle///organelle membrane","GO:0020037///GO:0005506///GO:0004497///GO:0016705///GO:0018685///GO:0008392///GO:0020037///GO:0005506///GO:0050051///GO:0004497///GO:0019825","GO:0055114///GO:0019369///GO:0019373///GO:0006631///GO:0036101///GO:0006691///GO:0001676///GO:0097267///GO:0055114///GO:0032305///GO:0003095///GO:0003091///GO:0055078","GO:0005789///GO:0031090///GO:0016324///GO:0005737///GO:0005789///GO:0070062///GO:0043231///GO:0031090",-0.572265033333331,3.00784640909091,-2.21223480861546,0.0367575441836754,0.999988917839134,-4.42018628226138,"CYP4A11","cytochrome P450 family 4 subfamily A member 11"
"1554948_at","1554948_at","","","","","","","Homo sapiens cDNA clone IMAGE:4249212",21707823,"BC034024",NA,NA,"","","","","","","","","",-0.571058666666665,2.65378459090909,-2.37682497061956,0.0258190784942831,0.999988917839134,-4.39084618417107,NA,NA
"1555261_at","1555261_at","","","","Transcribed locus","","Hs.684041","Homo sapiens genomic DNA; cDNA DKFZp547A2015 (from clone DKFZp547A2015)",21732869,"AL832319",NA,NA,"","","","","","","","","",-0.571698999999998,3.0047535,-2.53543203901584,0.0181904081851205,0.999988917839134,-4.36204535962052,NA,NA
"1555814_a_at","1555814_a_at","ras homolog family member A","RHOA","387","","","","Homo sapiens small GTP binding protein RhoA (ARHA) mRNA, complete cds",20379113,"AF498970",NA,NA,"","3p21.3","Chromosome 3, NC_000003.12 (49359136..49412097, complement)","GTP binding///GTPase activity///GTPase activity///myosin binding///protein binding","Rho protein signal transduction///Rho protein signal transduction///Roundabout signaling pathway///Wnt signaling pathway, planar cell polarity pathway///Wnt signaling pathway, planar cell polarity pathway///actin cytoskeleton organization///actin cytoskeleton reorganization///apical junction assembly///apolipoprotein A-I-mediated signaling pathway///cell migration///cell migration///cleavage furrow formation///endothelial cell migration///endothelial tube lumen extension///ephrin receptor signaling pathway///mitotic cleavage furrow formation///mitotic spindle assembly///negative chemotaxis///negative regulation of axonogenesis///negative regulation of cell migration involved in sprouting angiogenesis///ossification involved in bone maturation///phosphatidylinositol-mediated signaling///platelet activation///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of NF-kappaB import into nucleus///positive regulation of axonogenesis///positive regulation of cytokinesis///positive regulation of lipase activity///positive regulation of lipase activity///positive regulation of neuron differentiation///positive regulation of protein serine/threonine kinase activity///positive regulation of stress fiber assembly///regulation of actin cytoskeleton organization///regulation of cell migration///regulation of cell motility///regulation of osteoblast proliferation///regulation of small GTPase mediated signal transduction///skeletal muscle satellite cell migration///stress fiber assembly///substantia nigra development///trabecula morphogenesis///transforming growth factor beta receptor signaling pathway///vascular endothelial growth factor receptor signaling pathway///viral process///wound healing, spreading of cells","apical junction complex///cell cortex///cell junction///cell periphery///colocalizes_with cleavage furrow///cytoskeleton///cytosol///cytosol///endoplasmic reticulum membrane///endosome///extracellular exosome///extrinsic component of cytoplasmic side of plasma membrane///focal adhesion///lamellipodium///midbody///plasma membrane///vesicle","GO:0005525///GO:0003924///GO:0003924///GO:0017022///GO:0005515","GO:0007266///GO:0007266///GO:0035385///GO:0060071///GO:0060071///GO:0030036///GO:0031532///GO:0043297///GO:0038027///GO:0016477///GO:0016477///GO:0036089///GO:0043542///GO:0097498///GO:0048013///GO:1903673///GO:0090307///GO:0050919///GO:0050771///GO:0090051///GO:0043931///GO:0048015///GO:0030168///GO:0043123///GO:0042346///GO:0050772///GO:0032467///GO:0060193///GO:0060193///GO:0045666///GO:0071902///GO:0051496///GO:0032956///GO:0030334///GO:2000145///GO:0033688///GO:0051056///GO:1902766///GO:0043149///GO:0021762///GO:0061383///GO:0007179///GO:0048010///GO:0016032///GO:0044319","GO:0043296///GO:0005938///GO:0030054///GO:0071944///colocalizes_with GO:0032154///GO:0005856///GO:0005829///GO:0005829///GO:0005789///GO:0005768///GO:0070062///GO:0031234///GO:0005925///GO:0030027///GO:0030496///GO:0005886///GO:0031982",0.86888586666667,6.78954986363636,3.13173103515812,0.00454304881874478,0.999988917839134,-4.25192356853136,"RHOA","ras homolog family member A"
"1555964_at","1555964_at","ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A","ARL17B///ARL17A","100506084///51326","","","","UI-H-FG1-bgh-o-06-0-UI.s1 NCI_CGAP_FG1 Homo sapiens cDNA clone UI-H-FG1-bgh-o-06-0-UI 3-, mRNA sequence",23290121,"BU623906",NA,NA,"","17q21.31///17q21.31","Chromosome 17, NC_000017.11 (46274184..46361872, complement)///Chromosome 17, NC_000017.11 (46500213..46579781, complement)","GTP binding","protein transport///small GTPase mediated signal transduction///vesicle-mediated transport","Golgi apparatus","GO:0005525","GO:0015031///GO:0007264///GO:0016192","GO:0005794",0.813301000000002,7.47928263636364,2.35249060589008,0.0272217619498348,0.999988917839134,-4.39522379977585,"ARL17A","ARF like GTPase 17A"
"1555964_at","1555964_at","ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A","ARL17B///ARL17A","100506084///51326","","","","UI-H-FG1-bgh-o-06-0-UI.s1 NCI_CGAP_FG1 Homo sapiens cDNA clone UI-H-FG1-bgh-o-06-0-UI 3-, mRNA sequence",23290121,"BU623906",NA,NA,"","17q21.31///17q21.31","Chromosome 17, NC_000017.11 (46274184..46361872, complement)///Chromosome 17, NC_000017.11 (46500213..46579781, complement)","GTP binding","protein transport///small GTPase mediated signal transduction///vesicle-mediated transport","Golgi apparatus","GO:0005525","GO:0015031///GO:0007264///GO:0016192","GO:0005794",0.813301000000002,7.47928263636364,2.35249060589008,0.0272217619498348,0.999988917839134,-4.39522379977585,"ARL17B","ARF like GTPase 17B"
"1555964_at","1555964_at","ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A","ARL17B///ARL17A","100506084///51326","","","","UI-H-FG1-bgh-o-06-0-UI.s1 NCI_CGAP_FG1 Homo sapiens cDNA clone UI-H-FG1-bgh-o-06-0-UI 3-, mRNA sequence",23290121,"BU623906",NA,NA,"","17q21.31///17q21.31","Chromosome 17, NC_000017.11 (46274184..46361872, complement)///Chromosome 17, NC_000017.11 (46500213..46579781, complement)","GTP binding","protein transport///small GTPase mediated signal transduction///vesicle-mediated transport","Golgi apparatus","GO:0005525","GO:0015031///GO:0007264///GO:0016192","GO:0005794",0.813301000000002,7.47928263636364,2.35249060589008,0.0272217619498348,0.999988917839134,-4.39522379977585,"LOC100996709","ADP-ribosylation factor-like protein 17"
